objectid,fire_name,fire_type,landowner,fuel_model
301484,Rhea - Toestring Valley Road,WF,Private,Timber (Litter and Understory)
301485,Van Buren - Park Road,WF,State,Southern Rough
301487,Guffy,WF,USFS,000
301488,Venters Lane,WF,Private,000
301489,Tunnel Town,WF,Private,000
301490,Van Buren - Flowing Well Road,WF,Private,Hardwood Litter
301491,Brick Church,WF,USFS,000
301492,Scott County- 1224 Clifty Cr Road,WF,Private,Hardwood Litter
301493,Fannin Cem Rd,WF,Private,000
301494,Dry,WF,Private,000
301498,Academy,WF,Private,000
301499,Old CCC Camp,WF,Private,000
301500,Greene County- 537 River Village Lane,WF,Private,Timber (Litter and Understory)
301501,Old Rt 11 - Lee County,WF,Private,000
301502,Roane - Camp Buck Toms Road,WF,Private,Timber (Litter and Understory)
301503,Greene County- 555 Jackson Hollow Road,WF,Private,Hardwood Litter
301505,Lawrence - Wayland Springs Road,WF,Private,Tall Grass (2.5 feet)
301506,Hickman - 10293 Sugar Camp Road,WF,Private,Timber (Litter and Understory)
301507,Blackberry Road - Martin County,WF,Private,000
301508,Hall Branch,WF,Private,Timber (Litter and Understory)
301509,Trace Road - Magoffin County,WF,Private,000
301510,Old Field Branch,WF,USFS,Timber (Litter and Understory)
301511,Paisley 2,WF,USFS,000
301512,Sullivan - Childress Ferry Road,WF,State,Tall Grass (2.5 feet)
301513,Hamilton - Jones Gap Road,WF,Private,Tall Grass (2.5 feet)
301514,Seng Branch Road,WF,Private,000
301515,Birch Branch # 6 - Magoffin County,WF,Private,000
301652,2nd Lane South,WF,BIA,000
301516,Donnie Lane - Magoffin County,WF,Private,Timber (Litter and Understory)
301517,ROCKY BRANCH,WF,USFS,000
301518,CONNING ST  JRPV,WF,Private,000
301519,McClintic,WF,USFS,000
301520,Louellen,WF,Private,000
301521,Grainger - Cardnal Cove,WF,Private,Hardwood Litter
301522,CRESTMORE MANOR JRPV,WF,Private,000
301523,DRAMA ROAD,WF,BIA,000
301524,Franklin - Sinking Cove Road,WF,Private,Timber (Litter and Understory)
301525,BIG COVE,WF,BIA,000
301527,JOE BROWN,WF,USFS,000
301528,Jefferson County- 2183 North Ridge Drive,WF,Private,Timber (Grass and Understory)
301529,Keno Road,WF,Private,Timber (Litter and Understory)
301530,Anderson 1263,WF,Private,Timber (Litter and Understory)
301531,Cocke - 1520 Log Church Road,WF,Private,Hardwood Litter
301532,Rabun  McWhorter Lane Fire,WF,Private,000
301533,Benton County- 2305 Valentine Branch Road,WF,Private,Timber (Litter and Understory)
301534,Ridge line,WF,Private,Timber (Litter and Understory)
301535,Riddle Creek,WF,USFS,000
301536,FIRE MOUNTAIN TRAIL,WF,BIA,000
301537,REDWOOD DR  MEAD,WF,Private,000
301538,Knox County- 8920 Maynardville Pike,WF,Private,Timber (Litter and Understory)
301539,Sevier - Thomas Cross Road,WF,Private,Hardwood Litter
301540,Hawkins - Harris Hollow Road,WF,Private,Hardwood Litter
301542,Scott - Jeffers Rd,WF,Private,Hardwood Litter
301543,S HIGHLAND SPRINGS AV  BAN,WF,Private,000
301544,Scott County- 5937 Baker Highway,WF,Private,Timber (Litter and Understory)
301545,Newport Road,WF,USFS,000
301546,LAC-109902,WF,Private,000
301547,COLD SPRINGS RD  MENI,WF,Private,000
301549,Virginia Fire,WF,Private,Short Grass (1 foot)
301551,Parksville Shore,WF,USFS,000
301552,Cave Branch Road,WF,Private,000
301554,LAC-110022,WF,Private,000
301559,LAC-110194,WF,Private,000
301561,Conner,WF,USFS,000
301562,RX W89 Lick Mtn,RX,USFS,000
301563,RX Proctor Smith,RX,USFS,000
301565,RX John Turner,RX,USFS,000
301567,RX South Shamshire,RX,USFS,000
301568,RX Blue Moon Field,RX,USFS,000
301569,Moutardier Shores Drive,WF,Private,Timber (Litter and Understory)
301570,Creelsboro,WF,Private,Timber (Litter and Understory)
301571,Carter County- 343 Fork Mountain Road,WF,Private,Timber (Litter and Understory)
301572,Old Hill Top Rd.,WF,Private,Timber (Litter and Understory)
301573,Salt River Pile Burn RX,RX,BIA,000
301574,6 IRON,WF,Private,000
301575,Clifty Creek,WF,DOD,000
301576,TIMBER HILL,WF,Private,Tall Grass (2.5 feet)
301577,Central Road North RX,RX,USFS,000
301578,HOMINY JAIL,WF,Private,Timber (Grass and Understory)
301579,Henslow 4 RX,RX,USFS,000
301580,Petit Bois Island,WF,NPS,000
301581,CHICK CPT 395 398 399 400  RX,RX,USFS,000
301582,Cal,WF,NPS,000
301584,LAC-110370,WF,Private,000
301588,Gordon Court Fire,WF,Private,000
301589,STUMBLER,WF,BIA,000
301590,FOUNDATION,WF,Private,000
301591,PT-58 RX,RX,Private,000
301592,PT-25 RX,RX,Private,000
301593,Castle RX,RX,Private,000
301594,Parallel,WF,Private,Short Grass (1 foot)
301595,Kuwait RX,RX,USFWS,000
301596,Route 1 Bypass Fire,WF,Private,000
301597,Headquarters Rx,RX,USFWS,000
301598,LAC-110436,WF,Private,000
301599,Field,WF,Private,000
301600,Cass 1273,WF,Private,Timber (Litter and Understory)
301601,LAC-110449,WF,Private,000
301602,Golden Gate,WF,Private,000
301603,MUSHROOM,WF,Private,Hardwood Litter
301604,GLIMP,WF,BIA,000
301605,Lower Riley Branch,WF,Private,Timber (Litter and Understory)
301606,LIBERTY,WF,Private,000
301607,Left Fork Maces Creek Road,WF,Private,000
301609,Casteel,WF,USFS,000
301610,ECHO RIDGE,WF,Private,000
301611,HOMOCHITTO BB21 Cont.  RX,RX,USFS,000
301612,Overton - Baptist Ridge Road,WF,Private,Hardwood Litter
301613,SC NORTH DUGGER,WF,USFS,000
301614,Elk Road 2,WF,Private,Timber (Litter and Understory)
301615,Grundy - Tennessee 56,WF,Private,Tall Grass (2.5 feet)
301616,COWLEY,WF,Private,Tall Grass (2.5 feet)
301617,Hurricane Branch 1,WF,USFS,Tall Grass (2.5 feet)
301618,LAC-110569,WF,Private,000
301619,Hickman - Mystified Hollow Road,WF,Private,Tall Grass (2.5 feet)
301620,PREVAIL,WF,BIA,000
301621,PARK ST  INDO,WF,Private,000
301622,Jarrett Cove,WF,Private,Hardwood Litter
301623,SHOTPOUCH,WF,USFS,000
301625,Dump Road Prairie,WF,USFWS,000
301626,Cocke County- 1948 Tobey Hollow Road,WF,Private,000
301627,13 and Contour,WF,Private,000
301629,Blount - MM 18 Old Walland Hwy,WF,NPS,Timber (Litter and Understory)
301630,RED - Leatherwood Boat Launch,WF,USFS,000
301631,Andersonville Lane,WF,State,000
301632,Mullen,WF,USFS,000
301633,Chilton,WF,Private,000
301634,209,WF,Private,000
301636,STODDARD WELLS,WF,Private,000
301637,Emanuel #4,WF,Private,000
301638,HILTON,WF,Private,000
301639,STR - Kroger,WF,USFS,000
301640,Sues,WF,Private,000
301641,Honda,WF,USFS,000
301642,Violet Lane,WF,Private,000
301643,Sodogreen Command,WF,Private,000
301644,Hurricane Branch 2,WF,USFS,Tall Grass (2.5 feet)
301646,Paradise,WF,BIA,000
301647,Little Buckhorn Creek,WF,Private,Tall Grass (2.5 feet)
301649,LOVALL,WF,Private,000
301651,6 Foxtrot 23,WF,BIA,000
301653,RIVER,WF,Private,000
301654,AVE 42  / MADISON ST,WF,Private,000
301655,COUNCIL HOUSE,WF,Private,000
301656,129,WF,State,000
301657,SERMON,WF,Private,000
301658,NORTH NETTA,WF,Private,000
301659,THORN,WF,BIA,000
301660,Scott County- 1550 Coalhill Road,WF,Private,Tall Grass (2.5 feet)
301662,Hogback 1,WF,BIA,000
301663,Johnson County - 480 Ky Route 3224,WF,Private,000
301664,West Signal Mountain Fire,WF,State,Tall Grass (2.5 feet)
301666,Cotten Creek Fire,WF,State,Timber (Grass and Understory)
301667,Tuzigoot,WF,NPS,000
301668,PIGEON PASS RD / HIDDEN SPRINGS DR,WF,Private,000
301675,W ESPLANADE AV /S SANTA FE AV,WF,Private,000
301680,Trout Pond 2,WF,USFS,000
301681,Blackjack,WF,USFS,000
301683,RX C-184 FM,RX,USFS,000
301685,Hurd Hollow Fire,WF,Private,Timber (Grass and Understory)
301687,WEEK,WF,State,000
301688,DE SOTO BB 7257 NORTH RX,RX,USFS,000
301689,DE SOTO BB 9360 WEST RX,RX,USFS,000
301690,DE SOTO BB 7258 Unit 1 RX,RX,USFS,000
301691,DE SOTO BB 7203 East RX,RX,USFS,000
301692,Middle Point,WF,USFS,000
301693,DESOTO BB 7203 South RX,RX,USFS,000
301694,Quick Bear 5,WF,BIA,000
301695,Middle Point Fire,WF,Private,Hardwood Litter
301701,Happy Hollow,WF,Private,000
301703,PARGUERA,WF,Private,000
301704,DSGA-01-23 Meridian Rd Pit RX,RX,State,000
301705,DSGA-02-23 Meridian Rd SWG RX,RX,State,000
301706,Storm,WF,USFS,000
301707,DSGA-03-23 Potter and Ewers SWG RX,RX,State,000
301709,Piles,WF,BIA,000
301710,RX Compartment 17 Unit 01C,RX,Private,000
301711,54,WF,State,000
301713,WLD-TF-2022-45 Ten Pond South RX,RX,State,000
301714,WLD-TF-2022-17 Zone 7 Drain RX,RX,State,000
301715,WLD-TF-2022-112 Service Dr East RX,RX,State,000
301716,WLD-TF-2022-34 RX,RX,State,000
301717,Mtn Parkway #2 - Magoffin County,WF,Private,Hardwood Litter
301719,Cumberland - Divide Trail,WF,Private,Timber (Litter and Understory)
301721,Ditches RX,RX,USFS,000
301723,CLARA,WF,Private,000
301724,CANYON CREEK,WF,USFS,000
301725,BLUECREEK,WF,Private,000
301726,Rock Creek,WF,Private,000
301728,Devreaux,WF,USFS,Timber (Litter and Understory)
301729,Shark,WF,Private,000
301730,Johnson Branch,WF,Private,000
301731,VICENTI,WF,BIA,000
301732,MARSH LAKE,WF,Private,000
301733,Kirby Knob,WF,USFS,000
301734,PALOMAR ST / CLINTON KEITH RD,WF,Private,000
301735,Union County- 155 Wolfenbarger Road,WF,Private,000
301736,Stewart - Old Highway Circle,WF,Private,Timber (Litter and Understory)
301737,EKV Rd. and Sunflower Rd.,WF,Private,Timber (Litter and Understory)
301738,Creek,WF,Private,000
301739,3696 Caseyville Rd.,WF,Private,Timber (Litter and Understory)
301740,Dewey,WF,Private,000
301741,FD040006,WF,Private,000
301743,11650 Attala Rd. 4101,WF,Private,Timber (Litter and Understory)
301744,Love Hensley,WF,NPS,000
301745,Cut Off,WF,Private,000
301746,LAC-111629,WF,Private,000
301747,Hwy 72 and Co Rd 608,WF,Private,Closed Timber Litter
301748,HY 60  E/ JACK RABBIT TRL OFRP,WF,Private,000
301749,Walters Branch Road,WF,Private,Timber (Litter and Understory)
301750,LAC-111644,WF,Private,000
301751,Hall Creek Gravel Pit,WF,BIA,000
301752,DAVIS,WF,Private,000
301753,MM 182,WF,BLM,000
301754,ROCK,WF,USFS,000
301755,Corn Shucks,WF,Private,000
301756,Poor Bottom Fork,WF,Private,Tall Grass (2.5 feet)
301757,FALER ROAD,WF,Private,000
301759,Painters Lick Road - Magoffin County,WF,Private,Hardwood Litter
301760,Barkcamp Branch - Martin County,WF,Private,Hardwood Litter
301761,MOUNTAIN TOP,WF,Private,000
301762,Birch Branch # 7 - Magoffin County,WF,Private,000
301763,LAC-111729,WF,Private,000
301765,MORIGEAU,WF,Tribal,000
301766,Ranchhand,WF,Private,000
301767,PABCO TRAIL,WF,County,000
301768,World Wind,WF,Private,000
301769,Steve Combs Road - Menifee County,WF,Private,000
301771,PLM // Williams,WF,Private,Tall Grass (2.5 feet)
301772,MOUNTAIN MEADOWS,WF,Private,000
301773,JAYHAWKER,WF,USFS,000
301774,Sprinkler,WF,Private,000
301775,EUCALYPTUS,WF,Private,000
301778,BASIN SPOT,WF,Private,000
301780,Campbell County- 6746 Stoney Fork Road,WF,Private,Heavy Logging Slash
301781,HWY 123,WF,BIA,Tall Grass (2.5 feet)
301782,MOORE,WF,Private,Tall Grass (2.5 feet)
301783,WILLIAMS PARK,WF,Private,000
301784,BAR DEW,WF,Private,Timber (Litter and Understory)
301785,ZINK,WF,BIA,Tall Grass (2.5 feet)
301786,BENNET PENS,WF,Private,Tall Grass (2.5 feet)
301787,HERRON,WF,Private,000
301788,Big Branch Road,WF,Private,000
301789,HICKEY,WF,BIA,Timber (Grass and Understory)
301790,GOAD,WF,Private,Tall Grass (2.5 feet)
301791,SOUTHERN BAPTIST,WF,BIA,000
301792,BEAVER 2,WF,Private,000
301793,AVE 66   MECC,WF,Private,000
301794,KILAGA,WF,Private,000
301795,Upper Fruitland 1,WF,BIA,000
301796,LAC-111931,WF,Private,000
301799,Houck 1,WF,BIA,000
301801,Sextons Creek,WF,Private,000
301803,Little Hackneys Creek,WF,Private,Tall Grass (2.5 feet)
301805,SUNNYSANDS DR  PERR,WF,Private,000
301806,DESMOND RD  NORTH_COUNTY_2,WF,Private,000
301807,Right Fork Hall Branch,WF,Private,Tall Grass (2.5 feet)
301808,STR - Pigeon,WF,USFS,000
301810,HAMMOND RD / AVE 66,WF,Private,000
301812,SUNNYMEAD BL  MOVA,WF,Private,000
301816,LAC-112382,WF,Private,000
301818,LAC-112395,WF,Private,000
301819,Ridge Road Fire,WF,Private,000
301824,LAC-112431,WF,Private,000
301825,Commodore,WF,State,000
301826,RUBIDOUX,WF,Private,000
301827,LAC-112451,WF,Private,000
301828,RX Henderson County- Lexington,RX,State,000
301829,STAR LIGHT,WF,Private,000
301831,AVE 49  / GRAPEFRUIT BL,WF,Private,000
301834,FD020045,WF,Private,000
301835,DE SOTO BB 8504 West RX,RX,USFS,000
301836,FD020048,WF,Private,000
301837,FD020046,WF,Private,000
301838,FD020047,WF,Private,000
301839,FD020050,WF,Private,000
301840,FD020051,WF,Private,000
301841,FD020049,WF,Private,000
301842,FD060001,WF,Private,000
301843,FD020054,WF,Private,000
301844,FD020052,WF,Private,000
301845,FD020053,WF,Private,000
301846,BAR H,WF,Private,000
301847,RX - Butler Knob A,RX,USFS,000
301848,FD020055,WF,Private,000
301850,FD090003,WF,Private,000
301851,LA CHIVA BEACH,WF,Private,000
301852,Center Line/Left,WF,DOD,Timber (Litter and Understory)
301853,SNACKNCHAT,WF,BIA,000
301854,FD090004,WF,Private,000
301855,PETERS ROAD,WF,BIA,000
301856,FD090005,WF,Private,000
301857,FD090006,WF,Private,000
301858,FD090007,WF,Private,000
301859,Grassy West RX,RX,USFWS,000
301860,Clay,WF,USFS,000
301861,TARR,WF,USFWS,000
301862,Lake Mead Fish Hatchery Rx,RX,Private,000
301863,FD0800006,WF,Private,000
301864,FD090008,WF,Private,000
301865,FD090009,WF,Private,000
301866,FD0800007,WF,DOD,000
301867,Daycare,WF,BIA,000
301869,FD090010,WF,Private,000
301870,Rx Dickson - New Dry Hollow Road,RX,Private,Timber (Litter and Understory)
301872,FM Road,WF,Private,000
301876,FD040007,WF,State,000
301877,FD040008,WF,Private,000
301878,FD040009,WF,Private,000
301880,Beech Creek,WF,USFS,000
301882,Sullivan Crossing Fire,WF,Private,000
301883,REBAR,WF,Private,000
301884,ROWALE,WF,BIA,000
301885,Stewart - Chapel Road,WF,Private,Tall Grass (2.5 feet)
301886,Middleman RX,RX,USFS,000
301887,Sunny Oaks Unit 11 Rx,RX,USFS,000
301888,Pawpaw Road,WF,Private,000
301889,Dickson - Jackson Hill Road,WF,State,Timber (Litter and Understory)
301890,Route 66,WF,Private,000
301891,First Sidney Fire,WF,Private,000
301893,Parsons Lane Fire,WF,Private,000
301895,Wagon Fork Road,WF,Private,000
301897,Elk Road 3,WF,Private,Timber (Grass and Understory)
301898,Kelsey Gun RX Piles,RX,USFS,000
301899,Wayne - Kilburn Hollow Road,WF,Private,Short Grass (1 foot)
301901,ROCKING CHAIR,WF,Private,000
301902,Cypress Camp Trail,WF,NPS,Southern Rough
301903,Polk - Mountain View Road,WF,Private,Medium Logging Slash
301904,Hwy 511,WF,Private,000
301906,Jenny Slipper,WF,Private,Short Grass (1 foot)
301907,IRONWOOD AV  MOVA,WF,Private,000
301908,LAC-112847,WF,Private,000
301909,Birch Branch # 8 - Magoffin County,WF,Private,000
301910,Rx Angelina 1292,RX,Private,000
301911,Rx Walker 1295,RX,Private,000
301912,Czar,WF,Private,Short Grass (1 foot)
301913,FR22-0019A,WF,DOD,000
301914,DIGGER,WF,Private,000
301915,2023 MAFFS Currency Exercise - May,WF,DOD,000
301916,TWIN FIELDS,WF,Tribal,000
301917,RUNAWAY RIDGE,WF,Tribal,000
301918,Hawkins County- 767 McKinney Chapel Road,WF,Private,Timber (Litter and Understory)
301919,Sherman,WF,Private,000
301922,CENTRAL AV / DEXTER AV,WF,Private,000
301923,Humphreys - Peach Creek Road,WF,Private,Timber (Litter and Understory)
301925,Forest Grove,WF,State,000
301926,CR 389,WF,Private,000
301927,HILL ST,WF,Private,000
301928,Chop Bottom Road,WF,Private,000
301929,TRENTON CHURCH,WF,Private,000
301931,Bent Willow,WF,Private,Tall Grass (2.5 feet)
301932,CARPENTER,WF,Private,Brush (2 feet)
301933,LAC-113008,WF,Private,000
301934,Rusk 1334,WF,Private,Timber (Litter and Understory)
301935,RED - Army Trail,WF,USFS,Timber (Litter and Understory)
301936,Grundy - Griswold Road,WF,Private,Timber (Grass and Understory)
301937,Middle Fork - Magoffin County,WF,Private,000
301939,DOLAN,WF,Private,000
301940,11 Mile,WF,NPS,000
301941,LITTLE RIVER PIT,WF,State,000
301942,Jones Creek Road - Morgan County,WF,Private,000
301944,BARRETT STODDARD RX,RX,Private,000
301949,LAKE ELSINORE VILLAGE APT LELS,WF,Private,000
301951,Route 66 Fire,WF,Private,Tall Grass (2.5 feet)
301952,LAC-113259,WF,Private,000
301953,MURRIETA RD  MENI,WF,Private,000
301955,600 Rd Fire,WF,Private,Short Grass (1 foot)
301958,LAC-113299,WF,Private,000
301962,Loma Desert,WF,Private,Tall Grass (2.5 feet)
301967,CANYON DE ORO   RANCHO_SANTA_FE,WF,Private,000
301970,RX C-112 FM,RX,USFS,000
301971,SC Bankhead F G I RX Unit,RX,USFS,000
301972,RX Compartment 16 EN,RX,USFS,000
301973,CABAZON AV / COMMERCE ST,WF,BIA,000
301974,N PERRIS BL  PERR,WF,Private,000
301976,Fremont River Slash RX,RX,USFS,000
301978,DE SOTO BB 8301 East RX,RX,USFS,000
301979,5 Echo 23,WF,Private,000
301980,7 Golf 23,WF,BIA,000
301981,Compt 167 and 170 RX,RX,USFS,000
301982,BARRIO PARIS,WF,Private,000
301983,Rattlesnake Ridge - Carter County,WF,DOD,000
301987,NS 1065,WF,Private,000
301988,The Rock Fire,WF,Private,000
301989,Tri-County Rx,RX,USFS,000
301992,KIOWA 4423,WF,USFS,000
301993,EAGLE CREEK,WF,Private,000
301994,CARROL ROAD,WF,Private,000
301995,NS 1052,WF,Private,000
301996,HWY 254  / WEST RD,WF,State,000
301997,Twin Star,WF,Private,000
301998,Dog Pin,WF,Private,000
301999,Nats Creek Road - Lawrence County,WF,Private,000
302004,Dogwood Bench,WF,USFS,000
302005,KICKS,WF,Private,000
302006,Laurel Campground,WF,USFS,000
302007,CUSHING,WF,DOD,000
302008,Antrim 01 - Lake View,WF,Private,000
302009,FD020056,WF,State,000
302010,Comp 167 and 170 RX,RX,USFS,000
302012,Judy Springs,WF,USFS,000
302013,LAC-113885,WF,Private,000
302014,FD040058,WF,Private,000
302015,FD020058,WF,Private,000
302016,FD040057,WF,Private,000
302017,DEER LAKE,WF,Private,000
302018,Moody Rx,RX,USFS,000
302019,Wallace Tract RX,RX,USFS,000
302020,Granite,WF,USFS,000
302022,Anderson County- 147 Bush Road,WF,Private,Timber (Litter and Understory)
302023,LAC-113924,WF,Private,000
302024,Buffalo Ditch,WF,BIA,000
302025,Church Land,WF,BIA,000
302026,Mtn Laurel Rd - Lee County,WF,Private,000
302027,River Edge,WF,Private,000
302028,IA SFA 2023 RX,RX,Private,000
302029,LRP 03 Road,WF,NPS,000
302030,Rhea - Pegasus Drive,WF,OthFed,Hardwood Litter
302031,GOAT RX,RX,USFS,000
302032,San Juan 1,WF,BIA,000
302036,Owl Lane,WF,Private,Hardwood Litter
302037,WILDWOOD,WF,Private,000
302038,HOT,WF,Private,000
302039,Rx Jasper 1294,RX,Private,000
302040,Rx San Jacinto 1318,RX,Private,000
302041,HILLSIDE,WF,Private,000
302042,Liberty Road,WF,Private,000
302043,Blount County- 3546 Allegheny Loop Road,WF,Private,Timber (Litter and Understory)
302044,ELECTRIC WIND,WF,Private,000
302045,1291 BARKES RD,WF,BIA,000
302046,BEAR CREEK,WF,BIA,000
302047,Van Hollow Road,WF,Private,000
302048,GREEN HOUSE PILE,WF,BIA,000
302050,Quiet,WF,Private,000
302052,SUPERIOR AV / LAKE VICTORIA DR,WF,Private,000
302053,Grainger County- 800 Monroe Road,WF,Private,Heavy Logging Slash
302054,Higgins Hollow,WF,Private,000
302055,Powerline,WF,USFS,000
302056,Sevier County- 245 Edens Way,WF,Private,Hardwood Litter
302057,Scott County- Winfield- 215 Burch Lane- Tennessee,WF,Private,Hardwood Litter
302058,Dan Adkins,WF,Private,000
302059,Little Cabin Crk - Lewis County,WF,Private,000
302060,Parksville Lake,WF,USFS,000
302061,White - Sugar Camp Road,WF,Private,Hardwood Litter
302062,Turner Branch Road,WF,Private,Timber (Litter and Understory)
302063,LAC-114116,WF,Private,000
302064,Sevier County- 3955 Richardson Cove Road,WF,Private,Hardwood Litter
302065,Mile Marker 311,WF,NPS,000
302066,Dragger,WF,USFS,000
302067,Eastridge,WF,Private,000
302068,Meigs - Rayl Hollow Road,WF,Private,000
302069,Piney Branch,WF,Private,000
302070,CMB - Princess,WF,USFS,000
302072,Nicholas Road - Carter County,WF,Private,000
302073,Snake,WF,Tribal,000
302074,OLD 11,WF,Private,000
302076,Judio Road,WF,Private,Timber (Grass and Understory)
302077,TOW TRUCK,WF,Private,000
302078,DEEP CREEK,WF,Private,000
302079,Wiley Branch Rd - Lawrence County,WF,Private,000
302080,HIGHWAY TWENTY,WF,Private,000
302081,Campbell County- 6927 Stoney Fork Road,WF,Private,Hardwood Litter
302082,NS 1070,WF,Private,000
302083,Hogback 2,WF,BIA,000
302084,MULE,WF,USFS,000
302085,Blackhat,WF,BIA,000
302086,WATSON,WF,Private,000
302087,HIGH COUNTRY,WF,Private,000
302089,LAC-114231,WF,Private,000
302090,Root Swamp Fire,WF,Private,Timber (Litter and Understory)
302091,Old Wagner Station,WF,Private,000
302092,HY 371  / KIRBY RD,WF,Private,000
302093,Wingo Creek - Greenup County,WF,Private,000
302095,Double Gate,WF,Private,000
302096,BAILEY,WF,Private,000
302097,Lonnie Lane,WF,Private,000
302099,Little Brushy Road - Elliott County,WF,Private,000
302100,Bull Mountain,WF,BLM,000
302102,LAC-114342,WF,Private,000
302103,OLLALA CANYON,WF,Private,000
302104,WILDWOOD 1,WF,Private,000
302107,Roane County- 670 Clax Gap Road,WF,Private,Timber (Litter and Understory)
302109,LAC-114400,WF,Private,000
302110,HWY 138  / HWY 2,WF,Private,000
302111,CLAYTON ST  GOOD,WF,Private,000
302113,WALTERS ST / HALL AV,WF,Private,000
302117,Campbell County- GREEN LANE,WF,Private,Hardwood Litter
302120,Campbell County- Duff,WF,State,000
302122,EAGLE CANYON RD / RIVER ROCK RD,WF,Private,000
302130,INDIO HIGH SCH INDO,WF,Private,000
302132,RX C88 FM,RX,USFS,000
302135,SNF McLemore Hills RX,RX,USFS,000
302136,STR - Blue John Rd,WF,USFS,000
302137,SHNF Comp 9 RX,RX,USFS,000
302138,SHNF 29N RX,RX,Private,000
302139,SNF Lakeview RX,RX,USFS,000
302140,SNF Stark Tract RX,RX,USFS,000
302141,DCNF Comp 87 RX,RX,USFS,000
302142,Old Bangor Rd Fire,WF,Private,000
302143,I 215  N/ EUCALYPTUS AV OFRP,WF,Private,000
302145,Lone 20 RX,RX,Private,000
302149,DE SOTO BB 7203 Southwest RX,RX,USFS,000
302150,PT-222 RX,RX,Private,000
302152,Test Fire,WF,USFS,000
302153,Right of Way,WF,Private,000
302154,OSF CPT 79 Sod Farm Rx 0406,RX,USFS,000
302155,Benchmark Unit 3 RX,RX,USFS,000
302156,WILDHORSE,WF,Private,000
302158,Icey Fire,WF,Private,000
302159,WRIGHTS VALLEY,WF,Private,000
302161,Corn Stubble,WF,Private,000
302164,AVE 66   MECC,WF,Private,000
302165,Lilly Cornett,WF,Private,000
302166,FREDRICKSON,WF,Private,000
302167,VISTA,WF,BLM,000
302170,KYS - Cave,WF,Private,000
302173,2023 CIMT Critical Training,WF,USFS,000
302174,Lee Springs,WF,BLM,000
302175,LAC-115034,WF,Private,000
302176,ADOBE,WF,USFS,000
302178,LNG LA,WF,Private,000
302179,LAC-115067,WF,Private,000
302180,CHAIN LAKE,WF,Private,000
302183,Shannon Creek,WF,Private,Short Grass (1 foot)
302184,170,WF,BIA,000
302185,SPORTSMAN,WF,State,000
302186,MILE MARKER 48 (06),WF,Tribal,Brush (2 feet)
302187,Ranch Road,WF,Private,Short Grass (1 foot)
302188,SUNNYMEAD BL / HEACOCK ST,WF,Private,000
302190,LAC-115171,WF,Private,000
302191,Hanging Top Fire,WF,Private,000
302192,Widows Branch,WF,Private,Timber (Litter and Understory)
302193,MAIN,WF,City,000
302194,Camp Signal,WF,State,000
302196,LBL - Jabber,WF,USFS,000
302197,RUBY,WF,USFS,000
302198,Spring RX 0536P,RX,USFS,000
302199,CFS2304-0635,WF,Private,000
302201,LAC-115272,WF,Private,000
302203,BLUE TOP,WF,Tribal,000
302205,Reinhart,WF,Private,000
302206,LAC-115312,WF,Private,000
302207,Plum Creek,WF,Private,000
302208,Campbell County- 745 Towe String Road,WF,County,Southern Rough
302209,POWERHOUSE,WF,Private,000
302210,Cumberland - Big Rock,WF,Private,Timber (Litter and Understory)
302211,Letcher County - 472 Seco Drive,WF,Private,000
302213,Dilling Road,WF,Private,000
302214,Upper Ford,WF,Tribal,000
302215,East 83,WF,Private,000
302216,TWO BUNCH PALMS RESORT SPA DHSP,WF,Private,000
302217,Anita,WF,Private,000
302218,KEENEY,WF,Private,000
302219,WOODS,WF,Private,000
302221,MARGARITA RD / SOLANA WY,WF,Private,000
302223,Mesa Farm 1,WF,BIA,000
302224,RX Clean Slate,RX,USFS,000
302225,CRYSTAL,WF,Private,000
302226,AVE 61  / VAN BUREN ST,WF,Private,000
302227,SPRING,WF,Private,000
302228,LAC-115549,WF,Private,000
302231,SEELEY AV  BLYT,WF,Private,000
302233,BETHEL,WF,Private,000
302234,POTRERO RD / VERDUGO RD,WF,BIA,000
302235,BOB HOPE DR / RAMON RD,WF,BIA,000
302236,LAC-115787,WF,Private,000
302237,MARCH WY  HOMG,WF,Private,000
302238,EVANS ROAD,WF,Private,000
302241,FARGO CANYON RD  INDO,WF,Private,000
302243,LAC-115906,WF,Private,000
302245,HILLTOP DR / POARCH RD,WF,Private,000
302247,HACIENDA,WF,Private,000
302249,RX Compartment 03 Unit 01 02 05,RX,USFWS,000
302250,RX Compartment 02 Unit 04,RX,USFWS,000
302251,Valley,WF,Private,000
302252,Jenkins Dam,WF,USFS,000
302253,Skin Creek,WF,Private,000
302254,SH Creek - Lock56 Fire,WF,State,000
302256,ZULA,WF,Private,000
302257,Camry,WF,Private,000
302258,256th St.,WF,Private,000
302259,24th Ave,WF,Private,000
302260,E 2ND ST MARKETPLACE   BEAU,WF,Private,000
302261,Tommy 1,WF,Private,000
302262,OPEN TREE,WF,Private,000
302264,LAC-116038,WF,OthLoc,000
302265,Hobbs,WF,Private,000
302267,FD140005,WF,Private,000
302268,Valley,WF,Private,Tall Grass (2.5 feet)
302269,FD140006,WF,Private,000
302270,LAC-116070,WF,Private,000
302271,LAC-116071,WF,Private,000
302272,2023 FWS North Zone RX Support,RX,DOD,000
302273,PT-157 RX,RX,Private,000
302275,SNOW,WF,Private,000
302276,RANGER,WF,NPS,000
302279,LAC-116146,WF,Private,000
302280,Boquillas Canyon,WF,NPS,000
